identifier,player_name,team,player_position,player_minutes_played,player_total_point_obtained,round,player_costs,second_name,first_name,photo,holding_period
Sousa-6311,Sousa,Arsenal,Defender,0,0,26,4.0,Sousa,Lino,514315.jpg,2
Kiwior-7101,Kiwior,Arsenal,Defender,0,0,26,4.0,Kiwior,Jakub,440854.jpg,4
Tomkins-1537,Tomkins,Crystal Palace,Defender,0,0,26,3.9,Tomkins,James,49413.jpg,2
Ward-1567,Ward,Crystal Palace,Defender,0,0,26,4.4,Ward,Joel,55494.jpg,1
Ferguson-1747,Ferguson,Crystal Palace,Defender,0,0,26,3.9,Ferguson,Nathan,232423.jpg,1
Richards-5307,Richards,Crystal Palace,Defender,0,0,26,4.4,Richards,Chris,427623.jpg,1
Balmer-6427,Balmer,Crystal Palace,Defender,0,0,26,4.0,Balmer,Kofi,422287.jpg,4
Evans-24910,Evans,Leicester,Defender,0,0,26,4.4,Evans,Jonny,37642.jpg,1
Bertrand-25010,Bertrand,Leicester,Defender,0,0,26,3.9,Bertrand,Ryan,40146.jpg,1
Vestergaard-25310,Vestergaard,Leicester,Defender,0,0,26,3.9,Vestergaard,Jannik,93100.jpg,3
Amartey-25710,Amartey,Leicester,Defender,0,0,26,4.0,Amartey,Daniel,155569.jpg,1
Söyüncü-26710,Söyüncü,Leicester,Defender,0,0,26,4.2,Söyüncü,Çaglar,218031.jpg,1
Justin-26810,Justin,Leicester,Defender,0,0,26,4.2,Justin,James,220627.jpg,3
Thomas-27010,Thomas,Leicester,Defender,0,0,26,4.0,Thomas,Luke,244619.jpg,4
Brunt-27310,Brunt,Leicester,Defender,0,0,26,3.9,Brunt,Lewis,232620.jpg,4
Wormleighton-64510,Wormleighton,Leicester,Defender,0,0,26,4.0,Wormleighton,Joe,514284.jpg,4
Kristiansen-70910,Kristiansen,Leicester,Defender,0,0,26,4.5,Kristiansen,Victor,481510.jpg,4
Stacey-653,Stacey,Bournemouth,Defender,0,0,26,4.3,Stacey,Jack,154131.jpg,4
Kelly-733,Kelly,Bournemouth,Defender,0,0,26,4.3,Kelly,Lloyd,235530.jpg,3
Hill-5393,Hill,Bournemouth,Defender,0,0,26,4.4,Hill,James,463981.jpg,1
Bevan-5983,Bevan,Bournemouth,Defender,0,0,26,4.0,Bevan,Owen,518906.jpg,4
Viña-7183,Viña,Bournemouth,Defender,0,0,26,4.5,Viña,Matías,244704.jpg,3
Zabarnyi-7223,Zabarnyi,Bournemouth,Defender,0,0,26,4.5,Zabarnyi,Illia,477580.jpg,4
Greenwood-7373,Greenwood,Bournemouth,Defender,0,0,26,4.0,Greenwood,Ben,474772.jpg,1
Kinsey-Wellings-7383,Kinsey-Wellings,Bournemouth,Defender,0,0,26,4.0,Kinsey-Wellings,Max,496683.jpg,1
Duffy-1059,Duffy,Fulham,Defender,0,0,26,4.3,Duffy,Shane,61933.jpg,3
Bryan-2069,Bryan,Fulham,Defender,0,0,26,4.4,Bryan,Joe,101105.jpg,4
Kongolo-2089,Kongolo,Fulham,Defender,0,0,26,3.9,Kongolo,Terence,109434.jpg,1
Tosin-2099,Tosin,Fulham,Defender,0,0,26,4.5,Adarabioyo,Tosin,109646.jpg,2
Mbabu-5329,Mbabu,Fulham,Defender,0,0,26,4.3,Mbabu,Kevin,120721.jpg,1
Kurzawa-6139,Kurzawa,Fulham,Defender,0,0,26,4.3,Kurzawa,Layvin,89068.jpg,2
Parkes-6369,Parkes,Fulham,Defender,0,0,26,4.0,Parkes,Stefan,478227.jpg,1
Hause-382,Hause,Aston Villa,Defender,0,0,26,4.4,Hause,Kortney,123354.jpg,4
Diego Carlos-502,Diego Carlos,Aston Villa,Defender,0,0,26,4.7,Santos Silva,Diego Carlos,165659.jpg,2
Guilbert-562,Guilbert,Aston Villa,Defender,0,0,26,3.9,Guilbert,Frédéric,203368.jpg,3
Augustinsson-5252,Augustinsson,Aston Villa,Defender,0,0,26,4.3,Augustinsson,Ludwig,155561.jpg,3
Kesler Hayden-5372,Kesler Hayden,Aston Villa,Defender,0,0,26,4.0,Kesler Hayden,Kaine,537043.jpg,1
Young-5382,Young,Aston Villa,Defender,0,0,26,4.4,Young,Ashley,18892.jpg,3
Bogarde-6382,Bogarde,Aston Villa,Defender,0,0,26,4.0,Bogarde,Lamare,515597.jpg,4
Swinkels-7442,Swinkels,Aston Villa,Defender,0,0,26,4.0,Swinkels,Sil,514287.jpg,1
Jones-32814,Jones,Man Utd,Defender,0,0,26,3.9,Jones,Phil,76359.jpg,3
Maguire-33014,Maguire,Man Utd,Defender,0,0,26,4.7,Maguire,Harry,95658.jpg,2
Telles-33414,Telles,Man Utd,Defender,0,0,26,5.0,Telles,Alex,152590.jpg,1
Lindelöf-33714,Lindelöf,Man Utd,Defender,0,0,26,4.1,Lindelöf,Victor,184667.jpg,3
Bailly-33914,Bailly,Man Utd,Defender,0,0,26,4.0,Bailly,Eric,197365.jpg,1
Wan-Bissaka-34114,Wan-Bissaka,Man Utd,Defender,0,0,26,4.3,Wan-Bissaka,Aaron,214590.jpg,4
B.Williams-34314,B.Williams,Man Utd,Defender,0,0,26,3.8,Williams,Brandon,232937.jpg,3
Bennett-67414,Bennett,Man Utd,Defender,0,0,26,4.0,Bennett,Rhys,515500.jpg,4
Jansson-784,Jansson,Brentford,Defender,0,0,26,4.2,Jansson,Pontus,61810.jpg,2
Canós-824,Canós,Brentford,Defender,0,0,26,5.0,Canós Tenés,Sergi,174932.jpg,2
Ajer-844,Ajer,Brentford,Defender,0,0,26,4.5,Ajer,Kristoffer,191866.jpg,1
Bech-914,Bech,Brentford,Defender,0,0,26,4.5,Bech Sørensen,Mads,228044.jpg,4
Goode-964,Goode,Brentford,Defender,0,0,26,3.9,Goode,Charlie,213687.jpg,4
Thompson-984,Thompson,Brentford,Defender,0,0,26,4.0,Thompson,Dominic,232247.jpg,1
Stevens-5404,Stevens,Brentford,Defender,0,0,26,4.0,Stevens,Fin,450550.jpg,2
Zanka-5954,Zanka,Brentford,Defender,0,0,26,4.0,Jorgensen,Mathias,48760.jpg,2
Crama-6464,Crama,Brentford,Defender,0,0,26,4.0,Crama,Tristan,592661.jpg,4
Doherty-42918,Doherty,Spurs,Defender,0,0,26,4.6,Doherty,Matt,87835.jpg,3
Dier-43018,Dier,Spurs,Defender,0,0,26,5.1,Dier,Eric,93264.jpg,3
Sánchez-43518,Sánchez,Spurs,Defender,0,0,26,4.3,Sánchez,Davinson,173904.jpg,2
R.Sessegnon-43618,R.Sessegnon,Spurs,Defender,0,0,26,4.4,Sessegnon,Ryan,184349.jpg,2
Reguilón-43818,Reguilón,Spurs,Defender,0,0,26,4.2,Reguilón,Sergio,199249.jpg,4
Tanganga-43918,Tanganga,Spurs,Defender,0,0,26,3.9,Tanganga,Japhet,199584.jpg,1
Rodon-44218,Rodon,Spurs,Defender,0,0,26,4.0,Rodon,Joe,214225.jpg,1
Spence-52218,Spence,Spurs,Defender,0,0,26,4.1,Spence,Djed,232859.jpg,4
Matip-27612,Matip,Liverpool,Defender,0,0,26,5.9,Matip,Joel,60914.jpg,1
Gomez-28612,Gomez,Liverpool,Defender,0,0,26,4.3,Gomez,Joseph,171287.jpg,2
Tsimikas-29212,Tsimikas,Liverpool,Defender,0,0,26,4.4,Tsimikas,Konstantinos,214285.jpg,3
Ramsay-29812,Ramsay,Liverpool,Defender,0,0,26,3.9,Ramsay,Calvin,489580.jpg,2
R.Williams-49812,R.Williams,Liverpool,Defender,0,0,26,4.0,Williams,Rhys,219937.jpg,4
Davies-49912,Davies,Liverpool,Defender,0,0,26,4.0,Davies,Ben,152898.jpg,3
Van den Berg-50012,Van den Berg,Liverpool,Defender,0,0,26,4.0,van den Berg,Sepp,444765.jpg,2
Phillips-50112,Phillips,Liverpool,Defender,0,0,26,3.9,Phillips,Nathaniel,197464.jpg,1
Chambers-56312,Chambers,Liverpool,Defender,0,0,26,4.0,Chambers,Luke,462491.jpg,3
Cooper-22111,Cooper,Leeds,Defender,0,0,26,4.4,Cooper,Liam,55914.jpg,3
Dallas-22611,Dallas,Leeds,Defender,0,0,26,4.9,Dallas,Stuart,87873.jpg,4
Llorente-22811,Llorente,Leeds,Defender,0,0,26,4.4,Llorente,Diego,149915.jpg,4
Struijk-23511,Struijk,Leeds,Defender,0,0,26,4.5,Struijk,Pascal,222694.jpg,1
Hjelde-24311,Hjelde,Leeds,Defender,0,0,26,3.9,Hjelde,Leo Fuhr,477547.jpg,4
Kristensen-24411,Kristensen,Leeds,Defender,0,0,26,4.8,Kristensen,Rasmus,224209.jpg,4
Drameh-54711,Drameh,Leeds,Defender,0,0,26,4.0,Drameh,Cody,433590.jpg,3
Chilokoa-Mullen-74211,Chilokoa-Mullen,Leeds,Defender,0,0,26,4.0,Chilokoa-Mullen,Jeremiah,470296.jpg,3
Monteiro-74311,Monteiro,Leeds,Defender,0,0,26,4.0,Pinheiro Monteiro,Diogo,491008.jpg,4
Lyanco-41317,Lyanco,Southampton,Defender,0,0,26,4.4,Silveira Neves Vojnovic,Lyanco,212721.jpg,2
Valery-41417,Valery,Southampton,Defender,0,0,26,4.0,Valery,Yan,213482.jpg,3
Perraud-41717,Perraud,Southampton,Defender,0,0,26,4.1,Perraud,Romain,244560.jpg,1
Livramento-41917,Livramento,Southampton,Defender,0,0,26,4.4,Livramento,Tino,441191.jpg,2
Salisu-42017,Salisu,Southampton,Defender,0,0,26,4.3,Salisu,Mohammed,450527.jpg,3
Larios-62217,Larios,Southampton,Defender,0,0,26,4.0,Larios López,Juan,515571.jpg,4
Caleta-Car-62317,Caleta-Car,Southampton,Defender,0,0,26,4.5,Caleta-Car,Duje,173271.jpg,2
Bree-71617,Bree,Southampton,Defender,0,0,26,4.5,Bree,James,184386.jpg,2
N.Williams-29516,N.Williams,Nott'm Forest,Defender,0,0,26,3.9,Williams,Neco,215136.jpg,3
Cook-37916,Cook,Nott'm Forest,Defender,0,0,26,4.3,Cook,Steve,56917.jpg,3
McKenna-38516,McKenna,Nott'm Forest,Defender,0,0,26,4.4,McKenna,Scott,168281.jpg,1
Dräger-38616,Dräger,Nott'm Forest,Defender,0,0,26,4.0,Dräger,Mohamed,173399.jpg,4
Panzo-38916,Panzo,Nott'm Forest,Defender,0,0,26,4.0,Panzo,Jonathan,209035.jpg,1
Laryea-39216,Laryea,Nott'm Forest,Defender,0,0,26,4.5,Laryea,Richie,221403.jpg,1
Mbe Soh-39316,Mbe Soh,Nott'm Forest,Defender,0,0,26,4.2,Mbe Soh,Loïc,242885.jpg,3
Biancone-39916,Biancone,Nott'm Forest,Defender,0,0,26,4.2,Biancone,Giulian,437753.jpg,1
Boly-47416,Boly,Nott'm Forest,Defender,0,0,26,4.2,Boly,Willy,90585.jpg,3
Niakhaté-50716,Niakhaté,Nott'm Forest,Defender,0,0,26,4.3,Niakhaté,Moussa,199170.jpg,1
Richards-51116,Richards,Nott'm Forest,Defender,0,0,26,4.4,Richards,Omar,204822.jpg,2
Toffolo-52316,Toffolo,Nott'm Forest,Defender,0,0,26,4.3,Toffolo,Harry,114241.jpg,1
Badé-62116,Badé,Nott'm Forest,Defender,0,0,26,4.5,Badé,Loïc,500267.jpg,1
Cucurella-1126,Cucurella,Chelsea,Defender,0,0,26,5.0,Cucurella Saseta,Marc,179268.jpg,3
Azpilicueta-1276,Azpilicueta,Chelsea,Defender,0,0,26,4.8,Azpilicueta,César,41328.jpg,3
Thiago Silva-1286,Thiago Silva,Chelsea,Defender,0,0,26,5.5,Emiliano da Silva,Thiago,51090.jpg,4
Alonso-1296,Alonso,Chelsea,Defender,0,0,26,5.3,Alonso,Marcos,82263.jpg,3
Kenedy-1386,Kenedy,Chelsea,Defender,0,0,26,3.9,Nunes do Nascimento,Robert Kenedy,167767.jpg,3
Sarr-1436,Sarr,Chelsea,Defender,0,0,26,5.0,Sarr,Malang,204727.jpg,1
James-1466,James,Chelsea,Defender,0,0,26,5.8,James,Reece,225796.jpg,4
Ampadu-1516,Ampadu,Chelsea,Defender,0,0,26,4.4,Ampadu,Ethan,199598.jpg,1
Humphreys-6736,Humphreys,Chelsea,Defender,0,0,26,4.5,Humphreys,Bashir,461188.jpg,4
Aït-Nouri-48720,Aït-Nouri,Wolves,Defender,0,0,26,4.2,Aït-Nouri,Rayan,448514.jpg,4
Toti-48920,Toti,Wolves,Defender,0,0,26,3.9,Gomes,Toti António,510362.jpg,1
Mosquera-49420,Mosquera,Wolves,Defender,0,0,26,3.9,Mosquera Valdelamar,Yerson,501837.jpg,4
Bueno-55820,Bueno,Wolves,Defender,0,0,26,3.9,Bueno López,Hugo,490721.jpg,1
Lembikisa-66420,Lembikisa,Wolves,Defender,0,0,26,4.0,Lembikisa,Dexter,492776.jpg,4
Coady-4758,Coady,Everton,Defender,0,0,26,4.9,Coady,Conor,94147.jpg,1
Cresswell-45719,Cresswell,West Ham,Defender,0,0,26,4.7,Cresswell,Aaron,55459.jpg,2
Masuaku-46219,Masuaku,West Ham,Defender,0,0,26,4.5,Masuaku,Arthur,105717.jpg,3
Coufal-46319,Coufal,West Ham,Defender,0,0,26,4.1,Coufal,Vladimir,164555.jpg,4
Ashby-55515,Ashby,Newcastle,Defender,0,0,26,3.8,Ashby,Harrison,441024.jpg,3
Kehrer-58819,Kehrer,West Ham,Defender,0,0,26,4.4,Kehrer,Thilo,201057.jpg,1
Casey-74619,Casey,West Ham,Defender,0,0,26,4.0,Casey,Kaelan,518438.jpg,3
Roberts-1225,Roberts,Brighton,Defender,0,0,26,4.0,Roberts,Haydon,433589.jpg,4
Clarke-5435,Clarke,Brighton,Defender,0,0,26,4.0,Clarke,Matt,178173.jpg,2
Van Hecke-5445,Van Hecke,Brighton,Defender,0,0,26,4.0,van Hecke,Jan Paul,469142.jpg,2
Colwill-5595,Colwill,Brighton,Defender,0,0,26,4.4,Colwill,Levi,460028.jpg,3
Turns-6405,Turns,Brighton,Defender,0,0,26,4.0,Turns,Ed,448496.jpg,3
Furlong-6525,Furlong,Brighton,Defender,0,0,26,4.0,Furlong,James,440123.jpg,3
Offiah-7365,Offiah,Brighton,Defender,0,0,26,4.0,Offiah,Odeluga,445548.jpg,1
Ritchie-35015,Ritchie,Newcastle,Defender,0,0,26,4.2,Ritchie,Matt,56983.jpg,2
Fernández-35115,Fernández,Newcastle,Defender,0,0,26,4.4,Fernández,Federico,57145.jpg,4
Clark-35215,Clark,Newcastle,Defender,0,0,26,4.5,Clark,Ciaran,58845.jpg,3
Dummett-36215,Dummett,Newcastle,Defender,0,0,26,3.9,Dummett,Paul,106618.jpg,4
Manquillo-36315,Manquillo,Newcastle,Defender,0,0,26,4.2,Manquillo Gaitán,Javier,109528.jpg,4
Krafth-36415,Krafth,Newcastle,Defender,0,0,26,4.3,Krafth,Emil,111773.jpg,1
Schär-36615,Schär,Newcastle,Defender,0,0,26,5.1,Schär,Fabian,119471.jpg,3
Lewis-37215,Lewis,Newcastle,Defender,0,0,26,4.4,Lewis,Jamal,194799.jpg,1
Mina-1888,Mina,Everton,Defender,0,0,26,4.3,Mina,Yerry,164511.jpg,1
Holgate-1928,Holgate,Everton,Defender,0,0,26,4.3,Holgate,Mason,194164.jpg,1
Mykolenko-1948,Mykolenko,Everton,Defender,0,0,26,4.3,Mykolenko,Vitalii,224967.jpg,3
Branthwaite-1968,Branthwaite,Everton,Defender,0,0,26,4.0,Branthwaite,Jarrad,480455.jpg,3
Patterson-1978,Patterson,Everton,Defender,0,0,26,3.9,Patterson,Nathan,243571.jpg,1
Nkounkou-1988,Nkounkou,Everton,Defender,0,0,26,4.0,Nkounkou,Niels,495542.jpg,4
Vinagre-5318,Vinagre,Everton,Defender,0,0,26,4.3,Nascimento Vinagre,Rúben,216054.jpg,1
Welch-6058,Welch,Everton,Defender,0,0,26,4.0,Welch,Reece,474907.jpg,4
John-6378,John,Everton,Defender,0,0,26,4.0,John,Kyle,232829.jpg,3
Stones-30213,Stones,Man City,Defender,0,0,26,5.4,Stones,John,97299.jpg,4
Cancelo-30613,Cancelo,Man City,Defender,0,0,26,7.1,Cancelo,João,121145.jpg,1
Laporte-30913,Laporte,Man City,Defender,0,0,26,5.7,Laporte,Aymeric,146941.jpg,1
Mbete-32013,Mbete,Man City,Defender,0,0,26,3.9,Mbete-Tabu,Luke,439510.jpg,4
Wilson-Esbrand-32213,Wilson-Esbrand,Man City,Defender,0,0,26,3.8,Wilson-Esbrand,Josh,447880.jpg,4
Lewis-57313,Lewis,Man City,Defender,0,0,26,3.9,Lewis,Rico,477064.jpg,3
Sergio Gómez-58713,Sergio Gómez,Man City,Defender,0,0,26,4.5,Gómez,Sergio,437468.jpg,2
Elneny-41,Elneny,Arsenal,Midfielder,0,0,26,4.1,Elneny,Mohamed,153256.jpg,1
Pépé-91,Pépé,Arsenal,Midfielder,0,0,26,5.3,Pépé,Nicolas,195735.jpg,1
Torreira-221,Torreira,Arsenal,Midfielder,0,0,26,4.5,Torreira di Pascua,Lucas,198849.jpg,2
Marquinhos-271,Marquinhos,Arsenal,Midfielder,0,0,26,4.6,Oliveira Alencar,Marcus,479683.jpg,3
Smith-6071,Smith,Arsenal,Midfielder,0,0,26,4.5,Smith,Matthew,232241.jpg,1
Nwaneri-6301,Nwaneri,Arsenal,Midfielder,0,0,26,4.5,Nwaneri,Ethan,499175.jpg,4
Cozier-Duberry-6681,Cozier-Duberry,Arsenal,Midfielder,0,0,26,4.5,Cozier-Duberry,Amario,519324.jpg,3
Jorginho-1301,Jorginho,Arsenal,Midfielder,0,0,26,5.8,Frello Filho,Jorge Luiz,85955.jpg,4
Milivojevic-1587,Milivojevic,Crystal Palace,Midfielder,0,0,26,4.2,Milivojevic,Luka,66975.jpg,2
Schlupp-1617,Schlupp,Crystal Palace,Midfielder,0,0,26,4.7,Schlupp,Jeffrey,86417.jpg,1
Riedewald-1647,Riedewald,Crystal Palace,Midfielder,0,0,26,4.3,Riedewald,Jairo,173954.jpg,4
Rak-Sakyi-1727,Rak-Sakyi,Crystal Palace,Midfielder,0,0,26,4.5,Rak-Sakyi,Jesurun,450542.jpg,2
Ebiowei-1737,Ebiowei,Crystal Palace,Midfielder,0,0,26,4.2,Ebiowei,Malcolm,450535.jpg,1
Rodney-6017,Rodney,Crystal Palace,Midfielder,0,0,26,4.5,Rodney,Kaden,530318.jpg,1
Phillips-6047,Phillips,Crystal Palace,Midfielder,0,0,26,4.5,Phillips,Killian,532135.jpg,1
Wells-Morrison-6547,Wells-Morrison,Crystal Palace,Midfielder,0,0,26,4.5,Wells-Morrison,Jack,515503.jpg,4
Ozoh-6767,Ozoh,Crystal Palace,Midfielder,0,0,26,4.5,Ozoh,David,531989.jpg,4
Albrighton-25110,Albrighton,Leicester,Midfielder,0,0,26,4.7,Albrighton,Marc,51938.jpg,2
Tielemans-25910,Tielemans,Leicester,Midfielder,0,0,26,6.1,Tielemans,Youri,166989.jpg,4
Pérez-26010,Pérez,Leicester,Midfielder,0,0,26,4.7,Pérez,Ayoze,168580.jpg,3
Choudhury-26310,Choudhury,Leicester,Midfielder,0,0,26,4.5,Choudhury,Hamza,197469.jpg,4
Soumaré-26910,Soumaré,Leicester,Midfielder,0,0,26,4.4,Soumaré,Boubakary,225902.jpg,1
Braybrooke-63910,Braybrooke,Leicester,Midfielder,0,0,26,4.5,Braybrooke,Sammy,519223.jpg,3
McAteer-68710,McAteer,Leicester,Midfielder,0,0,26,4.5,McAteer,Kasey,461587.jpg,3
Marçal-Madivadua-73510,Marçal-Madivadua,Leicester,Midfielder,0,0,26,4.5,Marçal-Madivadua,Wanya,461584.jpg,2
Stanislas-583,Stanislas,Bournemouth,Midfielder,0,0,26,4.8,Stanislas,Junior,56872.jpg,1
Brooks-603,Brooks,Bournemouth,Midfielder,0,0,26,5.3,Brooks,David,111317.jpg,2
Lowe-613,Lowe,Bournemouth,Midfielder,0,0,26,5.2,Lowe,Jamal,128309.jpg,4
Marcondes-633,Marcondes,Bournemouth,Midfielder,0,0,26,4.7,Marcondes,Emiliano,133845.jpg,1
Lerma-643,Lerma,Bournemouth,Midfielder,0,0,26,4.7,Lerma Solís,Jefferson,152551.jpg,2
Pearson-683,Pearson,Bournemouth,Midfielder,0,0,26,4.4,Pearson,Ben,156687.jpg,1
Dembélé-743,Dembélé,Bournemouth,Midfielder,0,0,26,4.7,Dembélé,Siriki,244085.jpg,4
Tavernier-5353,Tavernier,Bournemouth,Midfielder,0,0,26,4.7,Tavernier,Marcus,201658.jpg,3
Dacosta Gonzalez-6963,Dacosta Gonzalez,Bournemouth,Midfielder,0,0,26,4.4,Dacosta Gonzalez,Michael,596572.jpg,1
H.Traorè-7233,H.Traorè,Bournemouth,Midfielder,0,0,26,4.5,Traorè,Hamed,424044.jpg,4
Cairney-2009,Cairney,Fulham,Midfielder,0,0,26,4.7,Cairney,Tom,76357.jpg,3
Knockaert-2029,Knockaert,Fulham,Midfielder,0,0,26,4.7,Knockaert,Anthony,83543.jpg,2
Chalobah-2039,Chalobah,Fulham,Midfielder,0,0,26,4.4,Chalobah,Nathaniel,89085.jpg,4
Kebano-2049,Kebano,Fulham,Midfielder,0,0,26,5.4,Kebano,Neeskens,92259.jpg,3
Cavaleiro-2149,Cavaleiro,Fulham,Midfielder,0,0,26,4.8,Neves Abreu Cavaleiro,Ivan,166324.jpg,2
Onomah-2169,Onomah,Fulham,Midfielder,0,0,26,4.3,Onomah,Josh,168765.jpg,1
Palhinha-2209,Palhinha,Fulham,Midfielder,0,0,26,4.9,Palhinha Gonçalves,João,154296.jpg,2
Francois-5219,Francois,Fulham,Midfielder,0,0,26,4.4,Francois,Tyrese,432931.jpg,3
Harris-5469,Harris,Fulham,Midfielder,0,0,26,4.4,Harris,Luke,515024.jpg,1
James-2319,James,Fulham,Midfielder,0,0,26,6.0,James,Daniel,200617.jpg,1
Godo-6419,Godo,Fulham,Midfielder,0,0,26,4.5,Godo,Martial,573062.jpg,1
Sekularac-6679,Sekularac,Fulham,Midfielder,0,0,26,4.5,Sekularac,Kristian,511504.jpg,4
Coutinho-292,Coutinho,Aston Villa,Midfielder,0,0,26,6.6,Coutinho Correia,Philippe,84583.jpg,1
Traoré-342,Traoré,Aston Villa,Midfielder,0,0,26,4.9,Traoré,Bertrand,110504.jpg,3
Sanson-362,Sanson,Aston Villa,Midfielder,0,0,26,4.3,Sanson,Morgan,122775.jpg,1
Nakamba-412,Nakamba,Aston Villa,Midfielder,0,0,26,4.3,Nakamba,Marvelous,184704.jpg,1
Iroegbunam-492,Iroegbunam,Aston Villa,Midfielder,0,0,26,4.5,Iroegbunam,Tim,490094.jpg,4
El Ghazi-512,El Ghazi,Aston Villa,Midfielder,0,0,26,4.8,El Ghazi,Anwar,193488.jpg,2
Philogene-Bidace-552,Philogene-Bidace,Aston Villa,Midfielder,0,0,26,4.5,Philogene-Bidace,Jaden,481624.jpg,2
Dendoncker-4792,Dendoncker,Aston Villa,Midfielder,0,0,26,4.7,Dendoncker,Leander,151589.jpg,3
Kadan Young-6722,Kadan Young,Aston Villa,Midfielder,0,0,26,4.5,Young,Kadan,537403.jpg,1
Van de Beek-33614,Van de Beek,Man Utd,Midfielder,0,0,26,5.1,van de Beek,Donny,180184.jpg,2
Sancho-34014,Sancho,Man Utd,Midfielder,0,0,26,7.1,Sancho,Jadon,209243.jpg,1
Pellistri-34714,Pellistri,Man Utd,Midfielder,0,0,26,4.3,Pellistri Rebollo,Facundo,488404.jpg,3
Eriksen-51914,Eriksen,Man Utd,Midfielder,0,0,26,6.3,Eriksen,Christian,80607.jpg,4
Amad-55014,Amad,Man Utd,Midfielder,0,0,26,4.4,Diallo,Amad,493250.jpg,2
Iqbal-55114,Iqbal,Man Utd,Midfielder,0,0,26,4.2,Iqbal,Zidane,461548.jpg,4
Mainoo-64314,Mainoo,Man Utd,Midfielder,0,0,26,4.5,Mainoo,Kobbie,516895.jpg,4
Garner-5708,Garner,Everton,Midfielder,0,0,26,4.5,Garner,James,232928.jpg,4
Ghoddos-874,Ghoddos,Brentford,Midfielder,0,0,26,4.8,Ghoddos,Saman,205836.jpg,3
Onyeka-934,Onyeka,Brentford,Midfielder,0,0,26,4.8,Onyeka,Frank,428580.jpg,4
Baptiste-944,Baptiste,Brentford,Midfielder,0,0,26,4.5,Baptiste,Shandon,432160.jpg,2
Bidstrup-994,Bidstrup,Brentford,Midfielder,0,0,26,4.5,Bidstrup,Mads,481405.jpg,4
Lewis-Potter-5154,Lewis-Potter,Brentford,Midfielder,0,0,26,5.2,Lewis-Potter,Keane,249231.jpg,4
Trevitt-6324,Trevitt,Brentford,Midfielder,0,0,26,4.4,Trevitt,Ryan,591357.jpg,3
Yarmolyuk-6504,Yarmolyuk,Brentford,Midfielder,0,0,26,4.5,Yarmolyuk,Yegor,601975.jpg,4
Winks-43418,Winks,Spurs,Midfielder,0,0,26,4.4,Winks,Harry,157668.jpg,1
Bergwijn-43718,Bergwijn,Spurs,Midfielder,0,0,26,5.5,Bergwijn,Steven,194252.jpg,4
Bentancur-44018,Bentancur,Spurs,Midfielder,0,0,26,5.4,Bentancur,Rodrigo,202993.jpg,3
Bissouma-44418,Bissouma,Spurs,Midfielder,0,0,26,4.7,Bissouma,Yves,227127.jpg,4
White-44918,White,Spurs,Midfielder,0,0,26,4.4,White,Harvey,448791.jpg,2
Sarr-45018,Sarr,Spurs,Midfielder,0,0,26,4.2,Sarr,Pape Matar,482442.jpg,3
Devine-45218,Devine,Spurs,Midfielder,0,0,26,4.3,Devine,Alfie,496179.jpg,4
Bryan-55418,Bryan,Spurs,Midfielder,0,0,26,5.0,Gil Salvatierra,Bryan,436234.jpg,2
Danjuma-71318,Danjuma,Spurs,Midfielder,0,0,26,6.3,Danjuma,Arnaut,220307.jpg,3
Thiago-27712,Thiago,Liverpool,Midfielder,0,0,26,5.1,Alcántara do Nascimento,Thiago,61558.jpg,2
Chamberlain-27812,Chamberlain,Liverpool,Midfielder,0,0,26,4.9,Oxlade-Chamberlain,Alex,81880.jpg,1
Keita-28712,Keita,Liverpool,Midfielder,0,0,26,4.7,Keita,Naby,175592.jpg,2
Luis Díaz-29312,Luis Díaz,Liverpool,Midfielder,0,0,26,7.8,Díaz,Luis,244731.jpg,4
Carvalho-29612,Carvalho,Liverpool,Midfielder,0,0,26,5.1,Freitas Gouveia Carvalho,Fábio,244858.jpg,1
Clark-58412,Clark,Liverpool,Midfielder,0,0,26,4.5,Clark,Bobby,491970.jpg,1
Arthur-62012,Arthur,Liverpool,Midfielder,0,0,26,4.8,Ramos de Oliveira Melo,Arthur Henrique,204043.jpg,3
Doak-66512,Doak,Liverpool,Midfielder,0,0,26,4.5,Doak,Ben,496208.jpg,3
Klich-22311,Klich,Leeds,Midfielder,0,0,26,4.6,Klich,Mateusz,72222.jpg,3
Forshaw-22411,Forshaw,Leeds,Midfielder,0,0,26,4.4,Forshaw,Adam,80179.jpg,1
Rodrigo-22511,Rodrigo,Leeds,Midfielder,0,0,26,6.3,Moreno,Rodrigo,80954.jpg,1
Roberts-22911,Roberts,Leeds,Midfielder,0,0,26,5.0,Roberts,Tyler,173821.jpg,2
Raphinha-23211,Raphinha,Leeds,Midfielder,0,0,26,7.0,Dias Belloli,Raphael,219961.jpg,3
Shackleton-23411,Shackleton,Leeds,Midfielder,0,0,26,4.5,Shackleton,Jamie,221610.jpg,1
Bate-24111,Bate,Leeds,Midfielder,0,0,26,4.5,Bate,Lewis,450529.jpg,1
Roca-24511,Roca,Leeds,Midfielder,0,0,26,4.8,Roca Junqué,Marc,234370.jpg,2
Gyabi-24711,Gyabi,Leeds,Midfielder,0,0,26,4.2,Gyabi,Darko,470294.jpg,1
Sinisterra-50811,Sinisterra,Leeds,Midfielder,0,0,26,6.5,Sinisterra Lucumí,Luis,224995.jpg,1
